순번,개설대학,개설학과전공,학수번호,분반,교과목명,이수구분,선택영역,"학년
(학기)",학점,이론,실습,"수업
유형","학점교류
수강가능",요일 및 강의시간,강의실,"메인
교수명",주관학과,수강대상및유의사항,강좌유형,사이버강좌,강의언어,"외국인
전용","내국인
전용"
613,인문과학대학,국제학부 중국통상학전공,010526,001,동아시아산업과금융,전공선택,,4,3.0,3,0,이론,Y,화 목 13:30~15:00,집309,최필수,국제학부 중국통상학전공,,,,한국어,,
614,인문과학대학,역사학과,011839,001,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,목 18:00~19:00,집307,우은진,역사학과,,,,한국어,,
615,인문과학대학,역사학과,009806,001,문화유적현장실습1,전공필수,,1,1.0,0,2,실험실습,,월 18:00~20:00,집307,우은진,역사학과,,,,한국어,,
616,인문과학대학,역사학과,005845,001,한국의문화유산,전공선택,,1,3.0,3,0,이론,,화 목 12:00~13:30,집307,박선영,역사학과,,,,한국어,,
617,인문과학대학,역사학과,011671,001,세계사속의한국사,전공선택,,1,3.0,3,0,이론,,화 목 16:30~18:00,집307,조원진,역사학과,,,,한국어,,
618,인문과학대학,역사학과,009807,001,문화유적현장실습2,전공필수,,2,1.0,0,2,실험실습,,화 18:00~20:00,집307,우은진,역사학과,,,,한국어,,
619,인문과학대학,역사학과,001690,001,서양중세사,전공선택,,2,3.0,3,0,이론,,금 12:00~15:00,집307,최향란,역사학과,,,,한국어,,
620,인문과학대학,역사학과,003608,001,한국중세사,전공선택,,2,3.0,3,0,이론,,월 수 15:00~16:30,집307,전경숙,역사학과,,,,한국어,,
621,인문과학대학,역사학과,010806,001,동아시아중세사,전공선택,,2,3.0,3,0,이론,,월 수 13:30~15:00,집307,정재균,역사학과,,,,한국어,,
622,인문과학대학,역사학과,009808,001,문화유적현장실습3,전공필수,,3,1.0,0,2,실험실습,Y,금 18:30~20:30,집307,우은진,역사학과,,,,한국어,,
623,인문과학대학,역사학과,010256,001,한국근대사,전공필수,,3,3.0,3,0,이론,Y,월 수 12:00~13:30,집307,전경숙,역사학과,,,,한국어,,
624,인문과학대학,역사학과,008236,001,역사교과교재연구및지도법,전공선택,,3,3.0,3,0,이론,Y,월 수 16:30~18:00,집307,이지은,역사학과,,,,한국어,,
625,인문과학대학,역사학과,010254,001,서양근대사,전공선택,,3,3.0,3,0,이론,Y,금 09:00~12:00,집307,최향란,역사학과,,,,한국어,,
626,인문과학대학,역사학과,010257,001,동아시아근대사,전공선택,,3,3.0,3,0,이론,Y,월 수 10:30~12:00,집307,정재균,역사학과,,,,한국어,,
627,인문과학대학,역사학과,010112,001,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,수 18:00~19:00,,우은진,역사학과,,,,한국어,,
628,인문과학대학,역사학과,010112,002,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,금 17:00~18:00,,정연철,역사학과,,,,한국어,,
629,인문과학대학,역사학과,010112,003,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,수 18:00~19:00,,이지은,역사학과,,,,한국어,,
630,인문과학대학,역사학과,010112,004,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,수 18:00~19:00,,박선영,역사학과,,,,한국어,,
631,인문과학대학,역사학과,010259,001,한국사상·문화사,전공선택,,4,3.0,3,0,이론,Y,화 목 15:00~16:30,집307,조원진,역사학과,,,,한국어,,
632,인문과학대학,역사학과,010260,001,20세기현대사,전공선택,,4,3.0,3,0,이론,Y,화 목 10:30~12:00,집307,박선영,역사학과,,,,한국어,,
633,인문과학대학,역사학과,010807,001,서양사학사,전공선택,,4,3.0,3,0,이론,Y,화 목 13:30~15:00,집307,정연철,역사학과,,,,한국어,,
634,인문과학대학,교육학과,011839,001,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,목 18:00~19:00,집408,민경석,교육학과,,,,한국어,,
635,인문과학대학,교육학과,005072,001,교육행정의이론과실제,전공필수,,2,3.0,3,0,이론,,금 12:00~15:00,집407,이수정,교육학과,,FL강의,,한국어,,
636,인문과학대학,교육학과,005285,001,교육공학의이론과실제,전공필수,,2,3.0,3,0,이론,,수 09:00~12:00,집407,이인숙,교육학과,,,,한국어,,
637,인문과학대학,교육학과,005855,001,평생교육방법론,전공선택,,2,3.0,3,0,이론,,목 16:30~19:30,집407,정찬동,교육학과,,,,한국어,,
638,인문과학대학,교육학과,010809,001,인공지능과학습,전공선택,,2,3.0,0,0,이론,,수 15:00~18:00,집407,홍지연,교육학과,,,,한국어,,
639,인문과학대학,교육학과,007712,001,교육통계,전공필수,,3,3.0,3,0,이론,Y,금 09:00~12:00,집407,민경석,교육학과,,,,한국어,,
640,인문과학대학,교육학과,000488,001,교육사회학,전공선택,,3,3.0,3,0,이론,Y,화 12:00~15:00,집407,김형준,교육학과,,,,한국어,,
641,인문과학대학,교육학과,007713,001,평생교육프로그램개발론,전공선택,,3,3.0,3,0,이론,Y,월 수 12:00~13:30,집407,이가형,교육학과,,,,한국어,,
642,인문과학대학,교육학과,007714,001,평생교육경영론,전공선택,,3,3.0,3,0,이론,Y,화 목 10:30~12:00,집407,정찬동,교육학과,,,,한국어,,
643,인문과학대학,교육학과,008235,001,교육학교과교재연구및지도법,전공선택,,3,3.0,3,0,이론,Y,월 수 13:30~15:00,집407,이가형,교육학과,,,,한국어,,
644,인문과학대학,교육학과,008320,001,교육학논리및논술,전공선택,,3,3.0,3,0,이론,Y,목 12:00~15:00,집407,구리나,교육학과,,,,한국어,,
645,인문과학대학,교육학과,006703,001,심리검사,전공선택,,4,3.0,3,0,이론,Y,월 15:00~18:00,집407,최혜윤,교육학과,,,,한국어,,
646,인문과학대학,교육학과,007886,001,사회조사방법론,전공선택,,4,3.0,3,0,이론,Y,금 15:00~18:00,광714,정은주,교육학과,,PBL강의,,한국어,,
647,인문과학대학,교육학과,010112,001,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,월 18:00~19:00,,민경석,교육학과,,,,한국어,,
648,인문과학대학,교육학과,010112,002,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,화 18:00~19:00,,이수정,교육학과,,,,한국어,,
649,인문과학대학,교육학과,010112,003,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,수 18:00~19:00,,JIN YUANYING,교육학과,,,,한국어,,
650,사회과학대학,행정학과,011839,001,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,목 18:00~19:00,집303,이덕로,행정학과,,,,한국어,,
651,사회과학대학,행정학과,011839,002,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,목 18:00~19:00,집308,김미정,행정학과,English Track 외국인전용,,,영어,Y,
652,사회과학대학,행정학과,003725,001,행정학원론,전공필수,,1,3.0,3,0,이론,,화 목 10:30~12:00,집311,이덕로,행정학과,,,,한국어,,
653,사회과학대학,행정학과,003725,002,행정학원론,전공필수,,1,3.0,3,0,이론,,금 09:00~12:00,집309,전영환,행정학과,,,,영어,,
654,사회과학대학,행정학과,003736,001,헌법학원론,전공선택,,1,3.0,3,0,이론,,화 목 16:30~18:00,집311,유인호,행정학과,,,,한국어,,
655,사회과학대학,행정학과,002873,001,재무행정론,전공필수,,2,3.0,3,0,이론,,월 수 12:00~13:30,집303,신정은,행정학과,,,,한국어,,
656,사회과학대학,행정학과,002873,002,재무행정론,전공필수,,2,3.0,3,0,이론,,화 목 13:30~15:00,집303,신정은,행정학과,,,,영어,,
657,사회과학대학,행정학과,003703,001,행정법,전공선택,,2,3.0,3,0,이론,,화 목 18:00~19:30,집311,유인호,행정학과,,,,한국어,,
658,사회과학대학,행정학과,009909,001,조직론2,전공선택,,2,3.0,3,0,이론,,월 수 15:00~16:30,집311,이창길,행정학과,,FL강의,,한국어,,
659,사회과학대학,행정학과,009934,001,빅데이터와행정분석,전공선택,,2,3.0,3,0,이론,,월 09:00~12:00,집503,한병훈,행정학과,,,,한국어,,
660,사회과학대학,행정학과,009934,002,빅데이터와행정분석,전공선택,,2,3.0,3,0,이론,,월 수 16:30~18:00,집311,최안나,행정학과,,,,영어,,
661,사회과학대학,행정학과,011642,001,디지털사회의NGO와시민참여,전공선택,,2,3.0,3,0,이론,,화 목 12:00~13:30,집303,유주희,행정학과,,,,한국어,,
662,사회과학대학,행정학과,011642,002,디지털사회의NGO와시민참여,전공선택,,2,3.0,3,0,이론,,금 15:00~18:00,광719,이지은,행정학과,,,,영어,,
663,사회과학대학,행정학과,011843,001,행정통계분석(응용),전공선택,,2,3.0,3,0,이론,,화 목 13:30~15:00,집402,김미정,행정학과,,,,한국어,,
664,사회과학대학,행정학과,011843,002,행정통계분석(응용),전공선택,,2,3.0,3,0,이론,,화 목 10:30~12:00,집402,김미정,행정학과,,,,영어,,
665,사회과학대학,행정학과,000686,001,국제행정론,전공선택,,3,3.0,3,0,이론,,화 목 12:00~13:30,집311,박혜윤,행정학과,,,,영어,,
666,사회과학대학,행정학과,000822,001,기획론,전공선택,,3,3.0,3,0,이론,Y,월 수 13:30~15:00,집303,변창흠,행정학과,,PBL강의,,한국어,,
667,사회과학대학,행정학과,003698,001,행정관리론,전공선택,,3,3.0,3,0,이론,Y,화 목 15:00~16:30,집311,이덕로,행정학과,,,,한국어,,
668,사회과학대학,행정학과,007182,001,행정규제론,전공선택,,3,3.0,3,0,이론,Y,화 목 09:00~10:30,집311,성시영,행정학과,,,,한국어,,
669,사회과학대학,행정학과,007182,002,행정규제론,전공선택,,3,3.0,3,0,이론,,화 목 16:30~18:00,집303,신정은,행정학과,,,,영어,,
670,사회과학대학,행정학과,007245,001,행정개혁론,전공선택,,3,3.0,3,0,이론,Y,월 수 10:30~12:00,집311,이창길,행정학과,,PBL강의,,한국어,,
671,사회과학대학,행정학과,007245,002,행정개혁론,전공선택,,3,3.0,3,0,이론,,월 수 12:00~13:30,집311,이창길,행정학과,,,,영어,,
672,사회과학대학,행정학과,008237,001,일반사회교과교재연구및지도법,전공선택,,3,3.0,3,0,이론,Y,월 15:00~18:00,집504,조현기,행정학과,,,,한국어,,
673,사회과학대학,행정학과,008322,001,일반사회논리및논술,전공선택,,3,3.0,3,0,이론,Y,월 12:00~15:00,집504,조현기,행정학과,,,,한국어,,
674,사회과학대학,행정학과,011844,001,행동경제학과공공정책,전공선택,,3,3.0,3,0,이론,,월 수 13:30~15:00,집311,최안나,행정학과,,,,영어,,
675,사회과학대학,행정학과,000392,001,관료제도론,전공선택,,4,3.0,3,0,이론,Y,월 수 16:30~18:00,집303,김현정,행정학과,,,,한국어,,
676,사회과학대학,행정학과,003623,001,한국행정론,전공선택,,4,3.0,3,0,이론,Y,금 12:00~15:00,집311,유주희,행정학과,,,,한국어,,
677,사회과학대학,행정학과,003623,002,한국행정론,전공선택,,4,3.0,3,0,이론,,월 수 15:00~16:30,집303,김현정,행정학과,,,,영어,,
678,사회과학대학,행정학과,009106,001,정책사례분석,전공선택,,4,3.0,3,0,이론,Y,금 15:00~18:00,집311,이수연,행정학과,,,,한국어,,
679,사회과학대학,행정학과,009106,002,정책사례분석,전공선택,,4,3.0,3,0,이론,,화 목 15:00~16:30,집303,최안나,행정학과,,,,영어,,
680,사회과학대학,행정학과,010112,001,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,화 18:00~19:00,집303,이덕로,행정학과,,,,한국어,,
681,사회과학대학,행정학과,010112,002,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,화 18:00~19:00,집303,변창흠,행정학과,,,,한국어,,
682,사회과학대학,행정학과,010112,003,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,화 18:00~19:00,집303,이수연,행정학과,,,,한국어,,
683,사회과학대학,행정학과,010112,004,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,화 18:00~19:00,집303,이창길,행정학과,,,,한국어,,
684,사회과학대학,행정학과,010112,005,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,화 18:00~19:00,집308,신정은,행정학과,,,,영어,,
685,사회과학대학,행정학과,010112,006,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,화 18:00~19:00,집308,김미정,행정학과,,,,영어,,
686,사회과학대학,행정학과,010112,007,졸업연구및진로2,전공선택,,4,1.0,0,1,실험실습,,화 18:00~19:00,집308,최안나,행정학과,,,,영어,,
687,사회과학대학,미디어커뮤니케이션학과,011839,001,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,월 18:00~19:00,집501B,손승혜,미디어커뮤니케이션학과,,,,한국어,,
688,사회과학대학,미디어커뮤니케이션학과,011839,002,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,월 18:00~19:00,집501B,임종수,미디어커뮤니케이션학과,,,,한국어,,
689,사회과학대학,미디어커뮤니케이션학과,011839,003,세종인을위한전공탐색,공통교양필수,,1,1.0,0,1,실험실습,,월 18:00~19:00,집501B,천정원,미디어커뮤니케이션학과,English Track 외국인전용,,,영어,Y,
690,사회과학대학,미디어커뮤니케이션학과,008426,001,미디어의이해,전공필수,,1,3.0,3,0,이론,,화 목 10:30~12:00,집501B,허행량,미디어커뮤니케이션학과,,,,한국어,,
691,사회과학대학,미디어커뮤니케이션학과,008426,002,미디어의이해,전공필수,,1,3.0,3,0,이론,,월 수 13:30~15:00,집501B,이효정,미디어커뮤니케이션학과,,,,영어,,
692,사회과학대학,미디어커뮤니케이션학과,008426,003,미디어의이해,전공필수,,1,3.0,3,0,이론,,수 13:30~16:30,광109,조성동,미디어커뮤니케이션학과,,,,한국어,,
693,사회과학대학,미디어커뮤니케이션학과,011559,001,광고PR의이해,전공필수,,1,3.0,3,0,이론,,월 수 15:00~16:30,집501B,이귀옥,미디어커뮤니케이션학과,,,,한국어,,
694,사회과학대학,미디어커뮤니케이션학과,011559,002,광고PR의이해,전공필수,,1,3.0,3,0,이론,,화 목 15:00~16:30,집501B,천정원,미디어커뮤니케이션학과,,,,영어,,
695,사회과학대학,미디어커뮤니케이션학과,011559,003,광고PR의이해,전공필수,,1,3.0,3,0,이론,,월 수 16:30~18:00,집501B,이귀옥,미디어커뮤니케이션학과,,,,한국어,,
696,사회과학대학,미디어커뮤니케이션학과,004659,001,커뮤니케이션조사방법론,전공필수,,2,3.0,1,2,이론+실험실습,,화 목 15:00~16:30,집402,오정호,미디어커뮤니케이션학과,,,,한국어,,
697,사회과학대학,미디어커뮤니케이션학과,004659,002,커뮤니케이션조사방법론,전공필수,,2,3.0,1,2,이론+실험실습,,화 목 12:00~13:30,집402,천정원,미디어커뮤니케이션학과,,,,영어,,
698,사회과학대학,미디어커뮤니케이션학과,004661,001,취재보도론,전공선택,,2,3.0,1,2,이론+실험실습,,수 09:00~12:00,집501B,박선이,미디어커뮤니케이션학과,,,,한국어,,
699,사회과학대학,미디어커뮤니케이션학과,004661,002,취재보도론,전공선택,,2,3.0,1,2,이론+실험실습,,월 수 12:00~13:30,집308,,미디어커뮤니케이션학과,,,,영어,,
700,사회과학대학,미디어커뮤니케이션학과,008428,001,HCI와커뮤니케이션,전공선택,,2,3.0,3,0,이론,,월 수 15:00~16:30,집308,신은자,미디어커뮤니케이션학과,,,,한국어,,
701,사회과학대학,미디어커뮤니케이션학과,008428,002,HCI와커뮤니케이션,전공선택,,2,3.0,3,0,이론,,월 09:00~12:00,집501B,김학신,미디어커뮤니케이션학과,,,,영어,,
